 *************************************************************************
 ************		    DDM3D_tri_part1		                    **********
 ************	        Algorithm developed by                  **********
 ************	 Kuriyama et al.(1993) and Tang et al. (2019)   **********
 ************	   Codes developed by Wong and Cui (2021)	    **********
 ************	       DDFS3D (version 1.0), 31-5-2021		    **********
 *************************************************************************
 Title: Penny shape crack (section S3-1 of the companion paper) to verify the triangular element                                 
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  0.0000E+00
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:       731
 Number of nodes   :       398
 Times of iteration:        54
 Computing time    :     10.65 s
 Coordinates of center of gravity and displacement discontinuities of each element:
  No.	     Gx            Gy            Gz            Dx            Dy           Dz 
  163    7.8702E-01    8.8312E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.8266E-05
  164   -8.6962E-01    1.3116E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0650E-05
  165   -8.4821E-01    7.2415E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.3422E-05
  166   -8.7540E-01   -1.4488E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9509E-05
  167   -7.8436E-01   -3.8418E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.8589E-05
  168    8.4276E-01    2.7784E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9748E-05
  169   -7.7195E-01    1.7356E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8152E-05
  170   -3.7594E-01    8.0420E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9871E-05
  171   -5.3002E-01    7.1218E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9598E-05
  172    6.5034E-01    5.2790E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.4489E-05
  173    6.6354E-01    5.7904E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0565E-05
  174    2.7702E-01    6.6588E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2807E-05
  175    7.7292E-01    4.3573E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9607E-05
  176    8.0673E-01    2.3906E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.4172E-05
  177    8.2327E-01    3.3386E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9453E-05
  178   -6.6094E-01    5.9401E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9463E-05
  179   -7.6498E-01    4.5179E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9485E-05
  180   -8.2586E-01   -3.1623E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9944E-05
  181    5.0777E-01   -6.8351E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3374E-05
  182   -1.0149E-01    8.7131E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0901E-05
  183   -1.9648E-01    8.6515E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9615E-05
  184   -4.8478E-01    6.9470E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3609E-05
